sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H18151,0,0,0,0,3,2,0,0,1,0,6,0,0,386,0,0,2095,0,3,0,0,0,0,0,9,0,726,0,0,0,0,0,248,0,508,75,7,0,0,50,37,0,4,0,0,2367,285,2477,0,106,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,11937,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
H18152,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,9344,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,24,0,10,0,0,0,0,31,2,0,0,0,0,1187,15,2460,0,20,0,0,0,0,0,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,0,48,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0
H18154,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,6151,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,137,0,31,1,4,0,0,33,173,0,75,0,0,1163,46,1338,3,5,0,8,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
H18155,0,0,0,0,7,1,0,0,2,0,0,0,0,550,0,0,2932,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,824,0,391,400,3,0,0,257,279,0,12,0,0,1681,43,3070,0,42,0,0,0,0,0,22,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,22,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0
H18157,0,0,0,0,1,3,0,0,0,0,0,0,0,163,0,0,6340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,279,0,9,0,0,0,0,73,51,0,19,0,0,1260,6,1928,0,8,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
H18161,0,0,0,0,3,0,0,0,1,0,0,0,0,281,0,0,3284,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,118,0,75,78,1,0,0,433,1178,13,5,0,0,418,15,1452,21,42,0,4,0,0,0,54,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2233,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
H18162,0,0,0,0,0,0,5,0,0,0,3,0,0,33,0,0,6109,0,0,0,0,0,2,0,1,0,63,0,0,0,0,0,513,0,25,11,10,0,1,143,23,9,5,1,0,1413,61,3347,9,21,0,1,2,0,0,369,892,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,82,0,0,0,339,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
H18163,0,0,0,0,0,0,2,0,1,0,0,0,0,69,0,0,3919,0,0,0,0,0,0,0,107,0,22,0,0,0,0,0,73,0,8,69,3,0,0,222,417,25,34,0,0,768,109,2329,37,17,0,0,0,0,0,580,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,5,0,0,0,0,13,5,0,0,0,0,0,0,0,0,1
H18164,0,0,0,0,5,2,1,0,1,0,0,0,0,181,0,0,11701,0,1,0,0,0,0,0,0,0,978,0,0,0,0,0,159,1,28,0,9,0,0,89,17,0,1,0,0,1217,20,1414,0,9,0,1,0,0,0,1073,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,362,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3
H18166,0,0,0,0,4,0,0,0,0,0,0,0,0,326,0,0,6941,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,124,0,287,0,2,0,0,3,1,0,8,0,0,3856,0,868,0,4,0,0,0,0,0,3,635,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,7138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
H18167,0,0,0,0,2,2,5,0,0,0,0,0,0,234,0,0,6601,0,0,0,0,0,0,0,1,0,177,0,0,0,0,2,190,0,80,39,0,0,0,32,140,0,1,0,0,1159,34,2169,1,13,0,0,1,0,0,1056,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,609,0,0,0,36,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
H18170,0,0,0,0,1,4,0,0,0,0,0,0,0,45,0,0,4467,0,0,0,0,0,0,0,17,0,83,0,0,0,0,0,31,50,4,939,2,0,11,609,1194,90,2,1,0,750,163,1730,16,35,1,22,1,0,0,22,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,2321,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0
H18172,0,0,0,0,4,0,0,0,0,0,0,0,0,237,0,0,5155,0,0,0,0,0,1,0,0,0,62,0,0,0,0,5,359,89,95,0,4,0,0,2027,1287,31,6,1,10,1567,99,4589,18,74,0,5,0,0,0,29,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18173,0,0,0,0,1,6,0,0,0,0,0,0,0,117,0,0,9656,0,11,0,0,0,0,0,0,0,184,0,0,0,0,1,366,10,279,146,4,0,0,413,26,41,112,0,0,1101,82,3650,8,8,0,0,0,0,0,565,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,4516,0,0,0,0,62,961,0,0,0,0,0,0,0,0,1
H18174,0,0,0,0,7,4,2,0,1,0,0,0,0,23,0,0,7757,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,166,0,156,0,3,0,0,68,0,35,1,4,10,1501,51,2733,4,84,24,0,1,0,0,124,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
H18175,0,0,0,0,9,13,0,0,0,0,0,0,0,991,0,0,5479,0,0,0,0,0,0,0,1,0,393,0,0,0,0,5,535,0,63,184,1,0,0,182,430,0,64,0,0,2855,34,3803,0,33,0,0,0,0,0,34,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,768,0,0,0,904,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
H18176,0,0,0,0,7,1,112,0,58,0,0,0,0,79,0,0,7110,0,0,0,0,0,0,0,54,0,13,0,0,0,0,23,244,0,1399,40,3,0,0,2140,4721,177,76,0,0,3911,0,5359,0,125,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,477,0,0,0,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18177,0,0,0,0,7,0,0,0,0,0,0,0,0,429,0,0,5954,0,0,0,0,0,1,0,14,0,15,0,0,0,0,0,635,0,26,0,4,0,0,225,0,0,8,0,0,2387,33,4922,0,50,0,0,0,0,0,213,630,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,303,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H18182,0,0,0,0,0,0,0,0,1,0,2,0,0,348,0,0,6641,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,38,0,8,0,1,0,0,299,34,2,1,1,0,1618,173,3819,0,54,0,0,0,0,0,428,100,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,45,0,0,0,712,0,0,0,0,6,1,0,0,0,0,11,0,0,0,0
H18185,0,0,0,0,9,2,6,0,1,0,0,0,0,88,0,0,8231,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,174,9,610,5,3,0,0,91,237,150,44,1,3,1846,72,2290,21,43,0,24,0,0,0,0,2221,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,947,0,0,0,10,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0
H18186,0,0,0,0,13,0,0,0,4,0,1,0,0,343,0,0,4379,0,3,0,0,0,0,0,18,0,117,0,0,0,0,0,328,0,59,0,1,0,0,32,601,0,0,0,0,4185,419,3147,0,20,0,0,0,0,0,0,153,0,3,0,0,0,0,7,0,0,0,0,1,0,0,0,230,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H18187,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,9441,0,1,0,0,0,0,0,83,0,5,0,0,0,0,0,309,0,9,0,0,0,0,42,91,1,0,0,0,1796,18,2603,12,44,0,0,0,0,0,353,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1392,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H18188,0,0,0,0,3,2,0,0,0,0,0,0,0,44,0,0,3725,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,45,0,17,4,0,0,0,102,1888,38,2,0,4,1111,40,1874,6,8,0,1,0,0,0,2,823,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,452,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0,0,0,2,0
H18189,0,0,0,0,8,2,0,0,3,0,0,0,0,1140,0,0,3128,0,2,0,0,0,0,0,0,0,68,0,0,0,0,0,388,0,26,1,0,0,0,22,4,0,15,1,0,4603,125,955,0,36,0,0,0,0,0,0,637,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18190,0,0,0,0,3,0,0,0,1,0,0,0,0,282,0,0,6101,0,0,0,0,0,0,0,15,0,412,0,0,0,0,0,1144,0,27,0,1,0,0,61,118,2,2,0,0,4003,195,2272,10,26,0,0,1,0,0,565,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,317,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
H18191,0,0,0,0,2,0,0,0,2,0,0,0,0,25,0,0,6915,0,13,0,0,0,0,0,17,0,76,0,0,0,0,0,37,1,36,696,1,0,2,468,143,27,12,0,0,1909,101,2862,63,38,2,18,0,0,0,5,945,1,0,0,0,0,0,0,0,0,0,0,0,0,2458,0,115,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0
H18192,0,0,0,0,0,2,1,0,2,0,0,0,0,116,0,0,3827,0,1,0,0,0,0,0,57,0,56,0,0,0,0,0,82,0,6,0,1,0,0,3,1,0,0,0,0,1427,18,1119,0,0,0,0,0,0,0,3153,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18195,0,0,0,0,0,0,0,0,0,0,2,0,0,642,0,0,5375,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,818,0,66,163,0,0,0,119,44,2,0,0,0,4273,506,4384,0,16,0,0,0,0,0,1,1459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,383,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3
H18196,0,0,0,0,3,17,0,0,0,0,0,0,0,928,0,0,4236,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,918,0,101,0,0,0,0,240,91,2,15,4,0,3958,21,3223,4,212,0,0,0,0,0,41,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,131,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H18197,0,0,0,0,1,4,0,0,0,0,0,0,0,286,0,0,8066,0,0,0,0,0,1,0,25,0,42,0,0,0,0,0,101,3,29,11,0,0,0,313,553,45,14,1,0,1870,48,3566,22,32,0,7,0,0,0,5,502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,0,0,0,57,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0
H18198,0,0,0,0,0,17,0,0,0,0,0,0,0,45,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,326,0,1,0,0,30,0,0,51,0,0,3106,25,2403,0,23,0,0,0,0,0,0,423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,2402,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1
H18199,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,7198,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,54,1,217,371,2,0,0,106,116,7,5,0,0,1957,64,2312,43,29,0,0,2,0,0,1850,84,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
H18200,0,0,0,0,0,1,0,0,0,0,0,0,0,143,0,0,4597,0,0,0,0,0,0,0,0,0,57,0,0,0,0,3,156,0,55,16,0,0,0,116,35,0,0,0,0,1262,30,1805,4,17,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,2809,0,0,0,0,4,169,0,0,0,0,0,0,0,0,1
H18201,0,0,0,0,1,0,0,0,2,0,0,0,0,173,0,0,4886,0,0,0,0,0,0,0,153,0,190,0,0,0,0,0,100,148,53,990,1,0,0,642,1427,80,99,0,0,1681,77,2975,28,36,0,13,0,0,0,0,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,77,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0
H18203,0,0,0,0,1,2,0,0,2,0,0,0,0,125,0,0,7779,0,0,0,0,0,0,0,3,0,127,0,0,0,0,0,136,0,48,138,1,0,0,78,126,2,127,0,0,2581,139,4971,17,74,0,0,2,0,0,1699,34,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,102,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
H18204,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,4996,0,0,0,0,0,0,0,46,0,282,0,0,0,0,0,52,0,47,1,1,0,0,33,0,1,1,0,0,2007,58,2125,10,27,0,0,0,0,0,879,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,218,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18207,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,8815,0,1,0,0,0,3,0,88,0,56,0,0,0,0,0,37,0,27,0,0,0,0,45,347,0,17,0,0,870,47,2106,2,16,0,0,0,0,0,123,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H18209,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,11869,0,149,0,0,0,0,0,5,0,101,0,0,0,0,0,279,0,89,572,3,0,0,1451,411,13,56,0,0,2154,216,5458,6,20,6,0,0,0,0,779,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,143,0,0,0,0,110,1,0,0,0,0,0,0,0,0,0
H18210,0,0,0,0,13,0,0,0,0,0,5,0,0,1062,0,0,7343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,98,0,12,0,0,379,667,16,140,0,1,6234,295,5898,31,119,0,0,0,0,0,0,7660,0,0,7,0,0,0,4,0,0,0,0,2,0,0,0,28,0,0,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H18211,0,0,0,0,6,3,1931,0,0,0,0,0,0,874,0,0,7896,0,1,0,0,0,1,0,0,0,44,0,0,0,0,272,269,0,213,0,0,0,0,152,250,14,118,0,0,2328,250,1747,4,138,1,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H18212,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,6799,0,0,0,0,0,0,0,60,0,18,0,0,0,9,0,328,3,36,1019,0,0,0,138,1641,30,3,0,0,1936,170,2164,6,31,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,139,0,0,0,313,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H18213,0,0,0,0,2,2,1,0,4,0,2,0,0,410,0,0,3162,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,960,4,1049,56,15,0,0,787,456,6,118,0,0,1999,72,2788,29,20,0,0,1,0,0,76,198,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53,0,0,0,80,0,0,0,0,59,2,0,0,0,0,0,0,0,0,0
H18216,0,0,0,0,4,0,0,0,1,0,0,0,0,100,0,0,13842,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,508,0,36,0,1,0,0,393,0,3,667,0,0,5658,57,4122,0,19,0,0,0,0,0,0,3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,73,0,0,0,0,237,1,0,0,0,0,0,0,0,0,0
H18218,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,8829,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,7,0,16,0,0,0,0,2,1,0,3,0,0,78,0,76,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18219,0,0,0,0,14,0,0,0,5,0,0,0,0,1105,0,0,6272,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,406,0,366,0,0,0,0,1296,18,5,0,15,0,1669,2,2314,11,81,0,52,0,0,0,0,60,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,41,0,0,0,4493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H18221,0,0,0,0,9,1,0,0,1,0,0,0,0,841,0,0,4783,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,360,0,171,0,0,0,0,64,29,12,2,3,0,2178,21,1860,4,34,0,0,1,0,0,30,4197,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,56,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18223,0,1,0,0,7,0,2,0,4,0,0,0,0,63,0,0,6711,0,6,0,0,0,0,0,6,0,51,0,0,0,0,0,221,0,138,1,6,0,0,216,1,5,123,1,1,3221,64,7000,19,55,0,1,2,0,0,0,7367,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,583,0,0,0,77,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H18224,0,0,0,0,3,0,0,0,0,0,0,0,0,268,0,0,8571,0,1,0,0,0,0,0,87,0,3,0,0,0,0,0,459,18,36,559,9,0,0,100,921,23,45,0,3,3470,54,4378,10,35,0,1,0,0,0,204,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H18225,0,0,0,0,4,3,0,0,3,0,0,0,0,148,0,0,7713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,42,0,9,0,0,0,0,0,3,0,0,2932,1,48,0,4,0,0,0,0,0,0,8807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,54,0,0,0,2600,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0
H18226,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,10079,0,2,0,0,0,0,0,9,0,270,0,0,0,0,15,300,0,4,0,0,0,0,325,1,0,9,0,0,3038,10,3183,2,33,0,0,0,0,0,4,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,6520,0,0,0,0,70,0,0,0,0,4,0,0,0,1,1
H18227,0,0,0,0,1,0,0,0,0,0,0,0,0,1445,0,0,2207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,578,0,39,203,0,0,0,1870,1007,52,4,4,0,1699,66,2468,37,53,15,14,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18228,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,5302,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,304,0,28,1,3,0,0,0,0,0,12,0,0,2285,64,2513,0,13,0,0,0,0,0,1,532,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,266,0,0,0,0,551,1,0,0,0,0,0,0,0,0,2
H18229,0,0,0,0,3,3,0,0,0,0,0,0,0,27,0,0,638,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,343,0,4,0,0,2,2,0,6,0,0,2230,0,356,0,0,0,0,0,0,0,0,4244,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,6230,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H18230,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0,0,11061,0,1,0,0,0,0,0,749,0,6,0,0,0,0,0,113,0,23,335,4,0,0,1238,58,59,10,0,0,2636,87,2707,2,44,1,14,0,0,0,137,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,201,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18231,0,0,0,0,1,0,5,0,0,0,0,0,0,90,0,0,9040,0,0,0,0,0,7,0,0,0,190,0,0,0,0,0,745,0,26,38,0,0,0,66,0,3,121,1,0,3871,0,3557,14,55,0,0,1,0,0,334,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,345,0,0,0,715,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
H18233,0,0,0,0,0,2,0,0,0,0,0,0,0,181,0,0,13376,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,285,0,24,119,1,0,0,92,199,0,9,0,0,3046,85,4717,1,7,0,0,0,0,0,285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,76,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1
H18236,0,0,0,0,2,0,0,0,0,0,0,0,0,69,0,0,10777,0,1,0,0,0,0,0,31,0,62,0,0,0,0,0,126,0,626,336,2,0,0,409,161,3,137,0,0,2926,179,4175,15,78,0,9,0,0,0,143,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,38,0,0,0,0,324,5,0,0,0,0,0,0,0,0,0
H18237,0,0,0,0,1,0,0,0,0,0,0,0,0,134,0,0,10551,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,312,0,54,470,0,0,0,60,0,1,5,0,0,1830,107,3594,9,22,0,0,0,0,0,494,430,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1174,0,0,0,1226,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
